company_name,coman_status,source,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,segment_if_known,n_contacts,n_contacts_email_avail,sweep_key_person,sweep_source_urls
Furst-Mcness Company,unclassified food/bev mfr,hoovers,Rockford,Illinois,http://www.mcness.com,3.4526221E8,219,Private,Easy USA Holdings Inc.,311119,"Furst-Mcness Company is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",,3,2,,
Future Meat Technologies Inc.,unclassified food/bev mfr,hoovers,Chicago,Illinois,http://www.believermeats.com,2.1684937E7,60,Private,,311612,"Future Meat Technologies Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carca",,3,2,,
"G. L. Mezzetta, Inc.",unclassified food/bev mfr,hoovers,American Canyon,California,http://www.mezzetta.com,5.2787079E7,200,Private,"G. L. Mezzetta, Inc.",311421,"G. L. Mezzetta, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jams",,3,0,,
"G.A. Food Services of Pinellas County, LLC",unclassified food/bev mfr,hoovers,Saint Petersburg,Florida,http://www.gafoods.com,1.5168341E8,1060,Private,"G.A. Food Services of Pinellas County, LLC",311412,"G.A. Food Services Of Pinellas County, Llc is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",,3,0,,
G.P.De Silva Spices Incorporation,unclassified food/bev mfr,hoovers,Pico Rivera,California,http://www.cinnamononline.com,2.1180008E7,90,Private,G.P.De Silva Spices Incorporation,311942,"G.P.De Silva Spices Incorporation is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening c",,3,2,,
"GEO. PFAU'S SONS COMPANY, INC.",unclassified food/bev mfr,hoovers,Jeffersonville,Indiana,http://www.pfauoil.com,2.3311836E7,50,Private,,311613,"Geo. Pfau's Sons Company, Inc. is primarily engaged in manufacturing animal oils, including fish oil and other marine animal oils, and fish and animal meal; and those rendering inedible stearin, greas",,3,1,,
"GFF, Inc.",unclassified food/bev mfr,hoovers,City OF Industry,California,http://www.girardsdressings.com,2.6414913E7,89,Private,HACO Holding AG,311941,"Gff, Inc. is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",,3,1,,
"GH Foods CA, LLC",unclassified food/bev mfr,hoovers,Sacramento,California,,4.6947964E7,350,Private,"Renaissance Food Group, LLC",311991,"Gh Foods Ca, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut ",,1,0,,
GRADECRACKER LLC,unclassified food/bev mfr,hoovers,Moses Lake,Washington,http://gradecrackerllc.com,3.7200001E7,158,Private,,311999,"Gradecracker Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut ",,2,0,,
Galasso's Bakery,unclassified food/bev mfr,hoovers,Mira Loma,California,http://www.galassos.com,3.6043179E7,300,Private,Galasso's Bakery,311812,"Galasso's Bakery is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,2,,
Galliker Dairy Company,unclassified food/bev mfr,hoovers,Johnstown,Pennsylvania,http://www.gallikers.com,4.790192E7,365,Private,Galliker Dairy Company,311511,"Galliker Dairy Company is primarily engaged in processing (e.g., pasteurizing, homogenizing, vitaminizing, bottling) fluid milk and cream, and related products, including cottage cheese, yogurt (excep",,3,2,,
Galloway Company,unclassified food/bev mfr,hoovers,Neenah,Wisconsin,http://www.gallowaycompany.com,4.512463E7,95,Private,Galloway Company,311514,"Galloway Company is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk and da",,3,2,,
"Garelick Farms, LLC",unclassified food/bev mfr,hoovers,Franklin,Massachusetts,http://www.garelickfarms.com,3.2679958E7,2500,Private,"Dean East, LLC",311511,"Garelick Farms, LLC, a subsidiary of the national cooperative Dairy Farmers of America (DFA), is a leading manufacturer and processor of dairy products in the northeastern US. Considered the largest d",,3,0,,
"Gehl Foods, LLC",unclassified food/bev mfr,hoovers,Germantown,Wisconsin,http://www.gehlfoodandbeverage.com,1.7671136E8,415,Private,"Gehl Foods, LLC",311513,"Gehl Foods, Llc is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes). These est",,3,0,,
Geloso Beverage Group LLC,unclassified food/bev mfr,hoovers,Rochester,New York,http://www.gelosobeveragegroup.com,1.1E8,65,Private,,312120,Geloso Beverage Group Llc is primarily engaged in manufacturing malt beverages.,,3,1,,
"General Mills, Inc.",unclassified food/bev mfr,hoovers,Minneapolis,Minnesota,http://www.generalmills.com,1.84246E10,33000,Public,"General Mills, Inc.",311999,"General Mills Inc (General Mills) manufactures and markets consumer-based food products. The company’s product portfolio includes ready-to-eat cereals, convenient meals, baking products, pastries, sna",,3,1,,
"George's Processing, Inc.",unclassified food/bev mfr,hoovers,Springdale,Arkansas,http://www.georgesinc.com,6.0207565E7,4000,Private,"George's, Inc.",311615,"George's Processing, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their",,1,0,,
"George's, Inc.",unclassified food/bev mfr,hoovers,Springdale,Arkansas,http://www.georgesinc.com,2.0466965E9,8356,Private,"George's, Inc.",311615,"George's, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own accoun",,3,2,,
"Gerber Poultry, LLC",unclassified food/bev mfr,hoovers,Kidron,Ohio,http://www.gerbers.com,3.5932575E7,500,Private,"Crystal Valley Farms, LLC",311615,"Gerber Poultry, Llc is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own a",,1,0,,
Gerber Products Company,unclassified food/bev mfr,hoovers,Arlington,Virginia,http://gerber.com,1.2439345E8,2381,Private,"Nestle Holdings, Inc.",311514,"Gerber Products Company doesn't strain to make money. It does, however, strain to make its food products. Gerber's more than 200 baby offerings include the ubiquitous glass jars of baby food. The comp",,3,0,,
"Gertrude Hawk Brands, Inc.",unclassified food/bev mfr,hoovers,Dunmore,Pennsylvania,http://www.gertrudehawkchocolates.com,5.5508995E7,400,Private,"Gertrude Hawk Brands, Inc.",311351,"Gertrude Hawk Brands, Inc. is primarily engaged in shelling, roasting, and grinding cacao beans for the purpose of making chocolate liquor, from which cocoa powder and cocoa butter are derived, and in",,3,0,,
"Gielow Pickles, Inc.",unclassified food/bev mfr,hoovers,Croswell,Michigan,http://www.gielowpickles.com,2.8183887E7,300,Private,"Gielow Pickles, Inc.",311421,"Gielow Pickles, Inc. is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",,3,3,,
"Global Trading Enterprises, LLC",unclassified food/bev mfr,hoovers,Swedesboro,New Jersey,,2.3881771E7,150,Private,MIDDLE EAST FOODSTUFF COMPANY,311999,"Global Trading Enterprises, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening com",,3,0,,
Go Africa Global LLC,unclassified food/bev mfr,hoovers,New York,New York,http://www.goafricaglobal.com,2.2707634E8,220,Private,GO AFRICA CÔTE D’IVOIRE,311920,"Go Africa Global Llc is primarily engaged in roasting coffee, and in manufacturing coffee concentrates and extracts in powdered, liquid, or frozen form, including freeze-dried.",,3,3,,
Gold Coast Ingredients Inc.,unclassified food/bev mfr,hoovers,Commerce,California,http://www.goldcoastinc.com,2.0055298E7,53,Private,,311999,"Gold Coast Ingredients Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compoun",,3,1,,
"Gold Crust Baking Company, Inc.",unclassified food/bev mfr,hoovers,Landover,Maryland,http://www.goldcrust.com,2.1833368E7,110,Private,,311812,"Gold Crust Baking Company, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,2,,
"Gold Medal Bakery, Inc.",unclassified food/bev mfr,hoovers,Fall River,Massachusetts,http://www.goldmedalbakery.com,9.2920364E7,500,Private,"Gold Medal Bakery, Inc.",311812,"Gold Medal Bakery, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,0,,
"Gold Star Foods, Inc.",unclassified food/bev mfr,hoovers,Ontario,California,http://www.goldstarfoods.com,3.2925146E8,270,Private,"GS Foods Group, Inc.",311991,"Gold Star Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pe",,3,2,,
"Golden Platter Foods, Inc.",unclassified food/bev mfr,hoovers,Newark,New Jersey,http://www.goldenplatter.com,2.5057978E7,240,Private,,311615,"Golden Platter Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for thei",,3,2,,
"Golding Farms Foods, Inc.",unclassified food/bev mfr,hoovers,Winston Salem,North Carolina,http://www.goldingblends.com,1.2854741000000001E8,150,Private,"Golding Farms Foods, Inc.",311999,"Golding Farms Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds",,3,1,,
Gonnella Baking Co.,unclassified food/bev mfr,hoovers,Schaumburg,Illinois,http://www.gonnella.com,9.1278183E7,350,Private,Gonnella Baking Co.,311812,"Gonnella Baking Co. is a privately owned family company and a leading manufacturer of bakery products. Operating on a coast-to-coast basis in the US, the company produces over 4 million pounds of brea",,3,0,,
"Gonnella Frozen Products, LLC",unclassified food/bev mfr,hoovers,Schaumburg,Illinois,http://www.gonnella.com,5.0576111E7,350,Private,Gonnella Baking Co.,311812,"Gonnella Frozen Products, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,0,,
"Good Foods Group, LLC",unclassified food/bev mfr,hoovers,Pleasant Prairie,Wisconsin,http://www.goodfoods.com,6.9977165E7,325,Private,"Good Foods Group, LLC",311941,"Good Foods Group, Llc is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",,3,0,,
"Goodman Food Products, Inc.",unclassified food/bev mfr,hoovers,Inglewood,California,http://www.donleefarms.com,4.9880566E7,256,Private,"Goodman Food Products, Inc.",311999,"Goodman Food Products, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compoun",,3,2,,
Gorton's Inc.,unclassified food/bev mfr,hoovers,Gloucester,Massachusetts,http://www.gortons.com,3.2542282E8,975,Private,"Nissui USA, Inc.",311710,"Gorton's of Gloucester, a subsidiary of Japanese seafood conglomerate Nissui, is a leading producer of frozen seafood for the US retail market. It holds the #1 market share in the US household prepare",,3,0,,
"Gossner Foods, Inc.",unclassified food/bev mfr,hoovers,Logan,Utah,http://www.gossner.com,4.1750626E7,360,Private,"Gossner Foods, Inc.",311513,"Gossner Foods, Inc. is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes). These",,3,1,,
"Gourmet Boutique, L.L.C.",unclassified food/bev mfr,hoovers,Jamaica,New York,http://www.gourmetboutique.com,4.4151726E7,405,Private,"Gourmet Boutique, L.L.C.",311999,"Gourmet Boutique, L.L.C. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds;",,3,3,,
"Goya De Puerto Rico, Inc.",unclassified food/bev mfr,hoovers,Bayamon,Puerto Rico,http://www.goyapr.com,2.4632078E7,500,Private,"Goya Foods, Inc.",311421,"Goya De Puerto Rico, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves,",,1,1,,
"Graceland Fruit, Inc.",unclassified food/bev mfr,hoovers,Frankfort,Michigan,http://www.gracelandfruit.com,2.7086826E7,180,Private,"Graceland Fruit, Inc.",311423,Graceland Fruit is one of the leading producer and global distributor of premium quality dried fruit ingredients for the food industry. The company makes dried and frozen fruit and fruit ingredients f,,3,3,,
Graeter's Ice Cream Company,unclassified food/bev mfr,hoovers,Cincinnati,Ohio,http://www.graeters.com,2.6579458E7,500,Private,Graeter's Ice Cream Company,311520,Graeter's Ice Cream Company is primarily engaged in manufacturing ice cream and other frozen desserts.,,3,0,,
"Grain Craft Corn, LLC",unclassified food/bev mfr,hoovers,Chattanooga,Tennessee,http://www.bunge.com,1.2248602E8,596,Private,"Grain Craft, LLC",311211,"Talk about America's breadbasket. Bunge Milling is definitely in the running as a contender for the title and then some. The company is the largest dry corn miller in the world. It processes wheat, co",,3,0,,
