rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
771,4,"COLUMBIA FARMS OF GEORGIA, INC.",unclassified food/bev mfr,,Oglethorpe,Georgia,,3.6405079E7,1800,Private,"Nash Johnson & Sons` Farms, Inc.",311615,"Columbia Farms Of Georgia, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for",Dennis Beasley — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
772,4,"CONTINENTAL MILLS, INC.",unclassified food/bev mfr,,Tukwila,Washington,http://www.thekrusteazcompany.com,4.412991E8,985,Private,"CONTINENTAL MILLS, INC.",311824,"Continental Mills, Inc. is primarily engaged in preparing flour mixes or doughs from purchased flour.",Keith Neumann — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
773,4,"CTI Foods, LLC",unclassified food/bev mfr,,Southlake,Texas,http://www.ctifoods.com,2.6537842E8,520,Private,"CTI Foods Holding Co., LLC",311612,"Cti Foods, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and other ",Jeffrey Hyde — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
774,4,"Cafe Valley, Inc.",unclassified food/bev mfr,,Phoenix,Arizona,http://www.cafevalley.com,1.092128E8,1580,Private,"Cafe Valley, Inc.",311999,"Cafe Valley, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut",Francis Haren — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
775,4,"California Dairies, Inc.",unclassified food/bev mfr,,Visalia,California,http://www.californiadairies.com,3.5390714E8,716,Private,"California Dairies, Inc.",311511,Herding dairies together makes California Dairies the largest dairy processing cooperative in the US. Its 410 member/farmers provide the co-op with more than 18 billion pounds of milk a year. Its plan,Brad Anderson — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
776,4,"Canyon Bakehouse, LLC",unclassified food/bev mfr,,Johnstown,Colorado,http://www.canyonglutenfree.com,3.3695099E7,145,Private,"Flowers Foods, Inc.",311812,"Canyon Bakehouse, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Christopher Burgin — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
777,4,"Cargill Cocoa & Chocolate, Inc.",unclassified food/bev mfr,,Wayzata,Minnesota,http://www.cargill.com,5.6609734E7,426,Private,"Cargill, Incorporated",311351,"Cargill Cocoa & Chocolate, Inc. is primarily engaged in shelling, roasting, and grinding cacao beans for the purpose of making chocolate liquor, from which cocoa powder and cocoa butter are derived, a",Patrick Locken — Vice PresidentFinance,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
778,4,"Cargill Kitchen Solutions, Inc.",unclassified food/bev mfr,,Monticello,Minnesota,http://www.sunnyfresh.com,4.9631149E7,700,Private,"Cargill, Incorporated",311999,People at this company will definitely tell you it's the egg that comes first. Cargill Kitchen Solutions (formerly Sunny Fresh Foods) is a leading manufacturer of value-added processed egg products fo,James Guyre — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
779,4,Carl Buddig and Company,unclassified food/bev mfr,,Tinley Park,Illinois,http://www.buddig.com,1.9687346E8,500,Private,Carl Buddig and Company,311612,"Carl Buddig and Company is a family-owned business specializing in sliced deli meats. Founded in 1943 and based in Homewood, Illinois, the company has been a staple in its industry for over 75 years. ",Peter Maciejewski — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
780,4,"Case Foods, Inc.",unclassified food/bev mfr,,Troutman,North Carolina,http://www.casefarms.com,1.1432036E8,6253,Private,"Case Foods, Inc.",311615,"Case Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own acco",Thomas Shelton — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
781,4,"Celestial Seasonings, Inc.",unclassified food/bev mfr,,Boulder,Colorado,http://www.celestialseasonings.com,2.2957785E7,221,Private,"The Hain Celestial Group, Inc.",311920,"Celestial Seasonings, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",Mike Bloom — Vice President Marketing,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
782,4,"Central Valley Meat Co., Inc.",unclassified food/bev mfr,,Hanford,California,http://www.centralvalleymeat.com,8.7581154E7,900,Private,"Central Valley Meat Co., Inc.",311611,"Central Valley Meat Co., Inc. is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to ",Brian Coelho — President CEO,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
783,4,Chelsea Milling Company,unclassified food/bev mfr,,Chelsea,Michigan,http://www.jiffymix.com,5.3538879E7,325,Private,Chelsea Milling Company,311211,Old school is the new cool at Chelsea Milling. The company hasn't significantly changed its Jiffy-brand blue-and-white graphic boxes in more than 50 years. It produces more than 20 flour mixes of cake,Howard Holmes — President Ceo,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
784,4,Cheryl & Co.,unclassified food/bev mfr,,Westerville,Ohio,http://www.cheryls.com,2.5007595E7,300,Private,"1-800-Flowers.com, Inc.",311821,"Cheryl & Co. is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Maribel Garcia — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
785,4,Chesterman Co.,unclassified food/bev mfr,,Sioux City,Iowa,http://www.chesterman.com,2.7349466E8,900,Private,Chesterman Co.,312111,Chesterman Co. is primarily engaged in manufacturing soft drinks and carbonated waters.,Darin Cook — chief operating officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
786,4,"Chicago Meat Authority, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.chicagomeat.com,5.3494263E7,330,Private,,311611,"When Chicago needs meat, it turns to an authority. Chicago Meat Authority (CMA) processes beef and pork into a variety of sizes and cuts and sells its products not only inChicago, but worldwide.The co",Jordan Dorfman — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
787,4,"Citrosuco North America, Inc.",unclassified food/bev mfr,,Lake Wales,Florida,http://www.citrosuco.com,2.4934359E7,200,Private,Citrosuco Europe,311411,"Citrosuco North America, Inc. is primarily engaged in freezing fruits, fruit juices, and vegetables. These establishments also produce important byproducts such as fresh or dried citrus pulp.",Dennis Helms — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
788,4,"Citrus Systems, Inc.",unclassified food/bev mfr,,Hopkins,Minnesota,http://www.citrussystems.com,2.4919504E7,50,Private,,311411,"Citrus Systems, Inc. is primarily engaged in freezing fruits, fruit juices, and vegetables. These establishments also produce important byproducts such as fresh or dried citrus pulp.",Thomas Boehland — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
789,4,Coca-cola Bottling Company High Country,unclassified food/bev mfr,,Rapid City,South Dakota,http://www.coca-colahighcountry.com,5.9251114E7,205,Private,Coca-Cola Bottlers' Sales & Services Company LLC,312111,Coca-Cola Bottling Company High Country is primarily engaged in manufacturing soft drinks and carbonated waters.,Drake Messinger — Vice President Of Sales,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
790,4,"Coca-cola Bottling Company United, Inc.",unclassified food/bev mfr,,Birmingham,Alabama,http://www.cocacolaunited.com,2.3572943E8,8281,Private,"Coca-cola Bottling Company United, Inc.",312111,Coca-Cola Bottling Co. United is one of the second largest privately-held Coca-Cola bottlers in North America and the third largest bottler of Coca-Cola products in the US. The company is no slouch wh,Robert McPherson — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
791,4,Coffee & Bagel Brands,unclassified food/bev mfr,,Minneapolis,Minnesota,http://www.brueggers.com,2.7338248E8,4649,Private,Coffee & Bagel Brands,445291,Coffee & Bagel Brands is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.,Sarah Spiegel — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
792,4,"Columbia Nutritional, LLC",unclassified food/bev mfr,,Vancouver,Washington,http://www.columbianutritional.com,2.2628868E7,275,Private,,311514,"Columbia Nutritional, Llc is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice mi",Randy Massie — Business Owner,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
793,4,"Community Coffee Company, L.L.C.",unclassified food/bev mfr,,Baton Rouge,Louisiana,http://www.communitycoffee.com,1.3288788E8,800,Private,"Community Coffee Company, L.L.C.",311920,Community Coffee is one of the largest family-owned retail coffee brand (Community Coffee) in the US. There's more brewing: around 25 CC's Coffee Houses have sprung up in Louisiana since the original ,Thomas Corley — PresidentCeo,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
794,4,"Cooper Farms, Inc.",unclassified food/bev mfr,,Oakwood,Ohio,http://www.cooperfarms.com,4.7535126E7,140,Private,"Cooper Farms, Inc.",311119,"Cooper Farms, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and livesto",Gary Cooper — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
795,4,Cooperative Regions Of Organic Producer Pools,unclassified food/bev mfr,,La Farge,Wisconsin,http://www.organicvalley.coop,4.5293976E8,764,Private,Cooperative Regions Of Organic Producer Pools,311411,"Cooperative Regions of Organic Producer Pools, known as Organic Valley, is the largest farmer-owned organic cooperative in the United States and the #1 brand of premium organic dairy. As a private coo",Shawna Nelson — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
796,4,"Cornfields, LLC",unclassified food/bev mfr,,Waukegan,Illinois,http://www.cornfieldsinc.com,2.4348068E7,120,Private,Eagle Family Foods Group LLC,311999,"Cornfields, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut b",Claire Cretors — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
797,4,"Country Pure Foods Topco, LLC",unclassified food/bev mfr,,Akron,Ohio,http://www.countrypure.com,4.9084375E8,705,Private,"Peterson Brands, LLC",311421,"Country Pure Foods, Inc., a subsidiary of Petersonbrands, is a leading US manufacturer and supplier of beverages. The company offers a wide range of products, including portioned and multi-serve juice",Aaron Peterson — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
798,4,"Craft Brew Alliance, Inc.",unclassified food/bev mfr,,Saint Louis,Missouri,http://www.anheuser-busch.com,4.7552074E7,674,Private,"American Beverage Crafts, LLC",312120,"Competing with the big boys is more effective in an alliance. The Craft Brew Alliance brings together Redhook Ale Brewery (Seattle), Widmer Brothers Brewing (Portland), and Kona Brewing (Kona, Hawaii)",Christine Perich — Executive Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
